epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.0735199972987175;4.55718469619751;0.001;0.08799999952316284;4.287960529327393
1;0.17137999832630157;3.7575719356536865;0.001;0.14730000495910645;3.900325059890747
2;0.24210000038146973;3.3515210151672363;0.001;0.2249000072479248;3.4353976249694824
3;0.30309998989105225;3.0342319011688232;0.001;0.2542000114917755;3.252148389816284
4;0.3487200140953064;2.791010618209839;0.001;0.2782999873161316;3.2504472732543945
5;0.38850000500679016;2.5987067222595215;0.001;0.31150001287460327;2.972503900527954
6;0.4226199984550476;2.4348883628845215;0.001;0.3068000078201294;3.0646347999572754
7;0.45715999603271484;2.289402961730957;0.001;0.33399999141693115;2.910463571548462
8;0.48274001479148865;2.1760621070861816;0.001;0.3407000005245209;2.951143503189087
9;0.5089399814605713;2.068758487701416;0.001;0.37369999289512634;2.7170398235321045
10;0.5339800119400024;1.9617234468460083;0.001;0.32919999957084656;3.1288042068481445
11;0.5559399724006653;1.8766376972198486;0.001;0.3804999887943268;2.8052637577056885
12;0.5782399773597717;1.784562349319458;0.001;0.3465000092983246;3.055018901824951
13;0.5985599756240845;1.7060410976409912;0.001;0.3774000108242035;2.9599032402038574
14;0.6216800212860107;1.6206642389297485;0.0003162278;0.37470000982284546;2.938300132751465
15;0.6382200121879578;1.5534660816192627;0.001;0.37059998512268066;2.9220495223999023
16;0.6570799946784973;1.4876786470413208;0.001;0.33869999647140503;3.300274610519409
17;0.6729599833488464;1.4202215671539307;0.001;0.3741999864578247;3.1435203552246094
18;0.6926599740982056;1.3573554754257202;0.001;0.3621000051498413;3.218822479248047
19;0.7096800208091736;1.2977675199508667;0.0003162278;0.3310000002384186;3.542407751083374
20;0.7245799899101257;1.2453807592391968;0.001;0.35249999165534973;3.4036929607391357
21;0.7400000095367432;1.190063714981079;0.001;0.3734000027179718;3.4606871604919434
22;0.7487800121307373;1.1505926847457886;0.001;0.361299991607666;3.6293725967407227
23;0.764519989490509;1.103714942932129;0.001;0.3449000120162964;3.971972703933716
24;0.7753199934959412;1.0656505823135376;0.0003162278;0.3353999853134155;3.9378926753997803
25;0.7865200042724609;1.0299559831619263;0.001;0.33899998664855957;4.089482307434082
26;0.797819972038269;0.996884822845459;0.001;0.3467999994754791;4.140149116516113
27;0.8081799745559692;0.9604713916778564;0.001;0.36570000648498535;3.6188316345214844
28;0.8108800053596497;0.9515507817268372;0.001;0.3529999852180481;4.106849670410156
29;0.8163599967956543;0.9293862581253052;0.0003162278;0.3560999929904938;4.005606174468994
30;0.830299973487854;0.8923237323760986;0.001;0.34700000286102295;4.2424116134643555
31;0.8315200209617615;0.891534686088562;0.001;0.3734000027179718;3.803846597671509
32;0.8409000039100647;0.8569393157958984;0.001;0.32839998602867126;4.537049770355225
33;0.8446000218391418;0.8487975597381592;0.001;0.358599990606308;4.351991653442383
34;0.8573399782180786;0.8184959888458252;0.0003162278;0.33889999985694885;4.769754886627197
35;0.8557000160217285;0.8175747394561768;0.001;0.3402999937534332;4.345855236053467
36;0.8537200093269348;0.821083664894104;0.001;0.3538999855518341;4.292483806610107
37;0.8626800179481506;0.7947080731391907;0.001;0.37619999051094055;4.072106838226318
38;0.8654400110244751;0.7888687252998352;0.001;0.31290000677108765;5.136079788208008
39;0.8731399774551392;0.7697552442550659;0.0003162278;0.3479999899864197;4.52083158493042
40;0.861840009689331;0.8046435713768005;0.001;0.34130001068115234;4.9150614738464355
41;0.8707600235939026;0.7856724858283997;0.001;0.35530000925064087;4.803133010864258
42;0.8723800182342529;0.7754542827606201;0.001;0.32850000262260437;4.919593334197998
43;0.8839799761772156;0.7447317838668823;0.001;0.33070001006126404;5.05900764465332
44;0.8878200054168701;0.7331176400184631;0.0003162278;0.3476000130176544;4.712623596191406
45;0.8773400187492371;0.7544198632240295;0.001;0.32179999351501465;5.153878688812256
46;0.8801199793815613;0.75469970703125;0.001;0.34929999709129333;4.636936664581299
47;0.8897600173950195;0.7302247881889343;0.001;0.3319000005722046;5.253676891326904
48;0.860319972038269;0.8164958357810974;0.001;0.3594000041484833;4.571273326873779
49;0.8888400197029114;0.735164999961853;0.0003162278;0.34139999747276306;5.080968379974365
50;0.8921399712562561;0.7252992987632751;0.001;0.37119999527931213;4.616583824157715
51;0.8903599977493286;0.7329506874084473;0.001;0.35929998755455017;4.768356800079346
52;0.8984000086784363;0.7042489647865295;0.001;0.3644999861717224;4.505790710449219
53;0.8977599740028381;0.7085182070732117;0.001;0.35179999470710754;4.723546504974365
54;0.8958399891853333;0.7168307304382324;0.0003162278;0.3481000065803528;4.922438144683838
55;0.8976200222969055;0.707448422908783;0.001;0.3571999967098236;4.789981842041016
56;0.8979799747467041;0.707658052444458;0.001;0.3610000014305115;4.731652736663818
57;0.8993200063705444;0.7091643810272217;0.001;0.3792000114917755;4.531280517578125
58;0.9075599908828735;0.6876739859580994;0.001;0.3582000136375427;4.9139323234558105
59;0.9065799713134766;0.6887167096138;0.0003162278;0.3483999967575073;5.292337417602539
60;0.9005600214004517;0.7007989883422852;0.001;0.38260000944137573;4.497649192810059
61;0.910099983215332;0.6805136203765869;0.001;0.35040000081062317;5.362432956695557
62;0.902239978313446;0.6996481418609619;0.001;0.34450000524520874;5.215685844421387
63;0.900439977645874;0.7037659287452698;0.001;0.3521000146865845;5.1406168937683105
