epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.05480000004172325;4.72217321395874;0.001;0.020099999383091927;4.784613609313965
1;0.1394599974155426;3.893746852874756;0.001;0.16259999573230743;3.7624292373657227
2;0.20134000480175018;3.5282742977142334;0.001;0.2093999981880188;3.5239598751068115
3;0.24568000435829163;3.2791097164154053;0.001;0.2198999971151352;3.408297538757324
4;0.27823999524116516;3.0951738357543945;0.001;0.25870001316070557;3.220287561416626
5;0.3090600073337555;2.9363369941711426;0.001;0.274399995803833;3.0998029708862305
6;0.33673998713493347;2.7946393489837646;0.001;0.28189998865127563;3.0779521465301514
7;0.3612000048160553;2.67059588432312;0.001;0.2858000099658966;3.0875790119171143
8;0.38016000390052795;2.5707924365997314;0.001;0.28290000557899475;3.1542952060699463
9;0.39998000860214233;2.4745798110961914;0.001;0.29600000381469727;3.108612298965454
10;0.42142000794410706;2.383338689804077;0.001;0.31380000710487366;3.0037167072296143
11;0.4359999895095825;2.311601400375366;0.001;0.3379000127315521;2.8379085063934326
12;0.45552000403404236;2.244976043701172;0.001;0.3395000100135803;2.808899164199829
13;0.46832001209259033;2.179154634475708;0.001;0.33169999718666077;2.893709659576416
14;0.48221999406814575;2.118572235107422;0.001;0.32190001010894775;3.038219690322876
15;0.49518001079559326;2.059537887573242;0.001;0.3393000066280365;2.85905122756958
16;0.508620023727417;2.009801149368286;0.001;0.34279999136924744;2.894277811050415
17;0.5216799974441528;1.9552932977676392;0.0003162278;0.3276999890804291;2.964646577835083
18;0.5334399938583374;1.9065760374069214;0.001;0.3296000063419342;3.1287217140197754
19;0.5420200228691101;1.8604165315628052;0.001;0.357699990272522;2.9244706630706787
20;0.550000011920929;1.820212483406067;0.001;0.33889999985694885;2.940645933151245
21;0.5641599893569946;1.7751401662826538;0.001;0.33719998598098755;3.127455711364746
22;0.5733799934387207;1.7383716106414795;0.0003162278;0.33390000462532043;3.1169285774230957
23;0.5791599750518799;1.711657166481018;0.001;0.32839998602867126;3.1568403244018555
24;0.588699996471405;1.670404076576233;0.001;0.31139999628067017;3.4493229389190674
25;0.5924199819564819;1.6456613540649414;0.001;0.33980000019073486;3.137533664703369
26;0.6040599942207336;1.6135005950927734;0.001;0.3580999970436096;3.0039970874786377
27;0.616919994354248;1.5731608867645264;0.0003162278;0.34450000524520874;3.141183614730835
28;0.6211000084877014;1.5437581539154053;0.001;0.32589998841285706;3.2949774265289307
29;0.6309999823570251;1.517897605895996;0.001;0.34439998865127563;3.1871018409729004
30;0.63646000623703;1.4886393547058105;0.001;0.34950000047683716;3.1620194911956787
31;0.6463000178337097;1.4609671831130981;0.001;0.34700000286102295;3.1629252433776855
32;0.6470400094985962;1.4507211446762085;0.0003162278;0.33250001072883606;3.327803611755371
33;0.6537600159645081;1.4207723140716553;0.001;0.3077000081539154;3.6110968589782715
34;0.6632199883460999;1.388216257095337;0.001;0.3327000141143799;3.451639175415039
35;0.6678799986839294;1.374892234802246;0.001;0.33090001344680786;3.5199289321899414
36;0.6715400218963623;1.3528735637664795;0.001;0.34130001068115234;3.4092366695404053
37;0.6772800087928772;1.331113576889038;0.0003162278;0.32249999046325684;3.5540425777435303
38;0.6829000115394592;1.3095998764038086;0.001;0.3343000113964081;3.474369525909424
39;0.6889399886131287;1.2929699420928955;0.001;0.34060001373291016;3.498049259185791
40;0.6960399746894836;1.2786377668380737;0.001;0.3375000059604645;3.5265402793884277
41;0.7001000046730042;1.2546335458755493;0.001;0.336899995803833;3.4860551357269287
42;0.7013800144195557;1.2487292289733887;0.0003162278;0.3328000009059906;3.606478214263916
43;0.706059992313385;1.2404121160507202;0.001;0.32190001010894775;3.793781280517578
44;0.7121999859809875;1.2138277292251587;0.001;0.34439998865127563;3.502309799194336
45;0.7172999978065491;1.1987566947937012;0.001;0.3402000069618225;3.6313323974609375
46;0.7222399711608887;1.1867344379425049;0.001;0.3393999934196472;3.7049527168273926
47;0.7239000201225281;1.1730575561523438;0.0003162278;0.3292999863624573;3.7731621265411377
48;0.7282999753952026;1.1657367944717407;0.001;0.3253999948501587;3.6886558532714844
49;0.7303000092506409;1.150042176246643;0.001;0.3273000121116638;3.891305446624756
50;0.7320200204849243;1.1442506313323975;0.001;0.31769999861717224;4.175564289093018
51;0.7369400262832642;1.133631944656372;0.001;0.33640000224113464;3.902660608291626
52;0.7381600141525269;1.1239269971847534;0.0003162278;0.32749998569488525;3.861039161682129
53;0.7452800273895264;1.101263403892517;0.001;0.3151000142097473;4.112417697906494
54;0.7484800219535828;1.0882036685943604;0.001;0.33889999985694885;3.8559093475341797
55;0.752020001411438;1.0798395872116089;0.001;0.3190999925136566;4.088495254516602
56;0.754580020904541;1.074407696723938;0.001;0.33250001072883606;4.110863208770752
57;0.760919988155365;1.060430645942688;0.0003162278;0.31130000948905945;4.328746318817139
58;0.7559000253677368;1.0705667734146118;0.001;0.3089999854564667;4.180732250213623
59;0.7641599774360657;1.0429326295852661;0.001;0.3057999908924103;4.5199127197265625
60;0.7659800052642822;1.0382821559906006;0.001;0.3296999931335449;4.156201362609863
61;0.771399974822998;1.0258907079696655;0.001;0.30309998989105225;4.4291300773620605
62;0.7694399952888489;1.0285840034484863;0.0003162278;0.3310999870300293;4.054410457611084
63;0.7742800116539001;1.019882321357727;0.001;0.3206999897956848;4.4610748291015625
64;0.7791600227355957;1.006587028503418;0.001;0.31790000200271606;4.122119903564453
65;0.781499981880188;0.9912122488021851;0.001;0.34209999442100525;3.941274642944336
66;0.7779200077056885;1.002442479133606;0.001;0.3149999976158142;4.263103485107422
67;0.7825199961662292;0.9874562621116638;0.0003162278;0.3280999958515167;4.177754878997803
68;0.7833799719810486;0.9863871932029724;0.001;0.33390000462532043;4.341979026794434
69;0.7883800268173218;0.9757755398750305;0.001;0.3278999924659729;4.136284828186035
