epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.12163999676704407;4.055436134338379;0.001;0.11050000041723251;4.3380937576293945
1;0.22084000706672668;3.3331308364868164;0.001;0.195700004696846;3.47467303276062
2;0.28600001335144043;2.9639570713043213;0.001;0.23280000686645508;3.3312854766845703
3;0.343639999628067;2.690858840942383;0.001;0.3027999997138977;2.9193639755249023
4;0.3903000056743622;2.471785068511963;0.001;0.3382999897003174;2.739457607269287
5;0.4262399971485138;2.3057146072387695;0.001;0.31529998779296875;2.955430746078491
6;0.45726001262664795;2.164274215698242;0.001;0.319599986076355;3.058096408843994
7;0.4888800084590912;2.0367701053619385;0.001;0.38109999895095825;2.5875234603881836
8;0.5107799768447876;1.9377715587615967;0.001;0.3513000011444092;2.7799439430236816
9;0.540120005607605;1.8342067003250122;0.001;0.3714999854564667;2.6824135780334473
10;0.5578200221061707;1.7535955905914307;0.001;0.3756999969482422;2.700897216796875
11;0.5776799917221069;1.67496657371521;0.001;0.4138000011444092;2.504389762878418
12;0.601580023765564;1.5955690145492554;0.001;0.36079999804496765;2.9241535663604736
13;0.6140999794006348;1.5312623977661133;0.001;0.3849000036716461;2.762666940689087
14;0.635640025138855;1.4599415063858032;0.001;0.38190001249313354;2.8916752338409424
15;0.6487600207328796;1.4052337408065796;0.001;0.40630000829696655;2.6458864212036133
16;0.6710600256919861;1.3370729684829712;0.0003162278;0.415800005197525;2.6688592433929443
17;0.6822199821472168;1.2862086296081543;0.001;0.39590001106262207;2.821007251739502
18;0.6995199918746948;1.2320367097854614;0.001;0.2987000048160553;3.945098876953125
19;0.716480016708374;1.172877550125122;0.001;0.3765999972820282;3.2148823738098145
20;0.7268400192260742;1.134376883506775;0.001;0.3619999885559082;3.5900938510894775
21;0.7418599724769592;1.0858705043792725;0.0003162278;0.4059999883174896;3.0565788745880127
22;0.7559000253677368;1.0375308990478516;0.001;0.37790000438690186;3.4803059101104736
23;0.765779972076416;1.0052335262298584;0.001;0.4074999988079071;3.2993128299713135
24;0.777459979057312;0.9679089784622192;0.001;0.33570000529289246;3.711663007736206
25;0.7912200093269348;0.927772045135498;0.001;0.35760000348091125;3.8883278369903564
26;0.7970399856567383;0.9033172726631165;0.0003162278;0.3783999979496002;3.975816488265991
27;0.8087400197982788;0.8685778379440308;0.001;0.382999986410141;3.4681379795074463
28;0.8179000020027161;0.8471634387969971;0.001;0.3779999911785126;3.737278461456299
29;0.8260200023651123;0.8223649859428406;0.001;0.3684000074863434;3.911487579345703
30;0.830780029296875;0.8072254061698914;0.001;0.36090001463890076;4.234804630279541
31;0.8413000106811523;0.7742230296134949;0.0003162278;0.39809998869895935;3.5763754844665527
32;0.8437600135803223;0.7692403197288513;0.001;0.3662000000476837;4.069597244262695
33;0.8554999828338623;0.7363563179969788;0.001;0.362199991941452;4.226038932800293
34;0.854200005531311;0.7414301633834839;0.001;0.39629998803138733;3.7838101387023926
35;0.8620799779891968;0.7193014621734619;0.001;0.375900000333786;4.3070244789123535
36;0.8656200170516968;0.7103317379951477;0.0003162278;0.3903000056743622;4.276993274688721
37;0.8691999912261963;0.6991099715232849;0.001;0.4047999978065491;3.828200101852417
38;0.8758800029754639;0.6864804625511169;0.001;0.3828999996185303;4.1227312088012695
39;0.8773400187492371;0.6777715086936951;0.001;0.31869998574256897;5.084059238433838
40;0.8767600059509277;0.682944118976593;0.001;0.38440001010894775;4.28468656539917
41;0.8893200159072876;0.6486526727676392;0.0003162278;0.34950000047683716;5.081304550170898
42;0.8881199955940247;0.6553462147712708;0.001;0.35760000348091125;4.609887599945068
43;0.8896600008010864;0.6516847610473633;0.001;0.3882000148296356;4.371574401855469
44;0.8909199833869934;0.6493213772773743;0.001;0.3828999996185303;4.426584720611572
45;0.8870800137519836;0.6631941199302673;0.001;0.39800000190734863;4.1963067054748535
46;0.8989599943161011;0.6275113821029663;0.0003162278;0.3749000132083893;4.671183109283447
47;0.8976799845695496;0.6340882182121277;0.001;0.3605000078678131;5.117855072021484
48;0.90038001537323;0.634058952331543;0.001;0.3562999963760376;4.857682228088379
49;0.902999997138977;0.6224061846733093;0.001;0.34150001406669617;5.664637088775635
50;0.9039199948310852;0.6213971376419067;0.001;0.38100001215934753;4.814565181732178
51;0.9018800258636475;0.6326583027839661;0.0003162278;0.3621000051498413;5.283506393432617
52;0.9062399864196777;0.6189630627632141;0.001;0.39719998836517334;4.5737810134887695
53;0.9027799963951111;0.6274936199188232;0.001;0.3741999864578247;4.882657527923584
54;0.9046000242233276;0.6255183815956116;0.001;0.3682999908924103;4.909554958343506
55;0.9113399982452393;0.6097725033760071;0.001;0.3465999960899353;5.585119724273682
56;0.9178599715232849;0.592472493648529;0.0003162278;0.40299999713897705;4.331888675689697
57;0.9103800058364868;0.613163411617279;0.001;0.35679998993873596;5.636458396911621
58;0.9067599773406982;0.6271063089370728;0.001;0.3970000147819519;4.547082901000977
59;0.9148799777030945;0.6032222509384155;0.001;0.38109999895095825;5.095116138458252
60;0.921239972114563;0.5882765054702759;0.001;0.3779999911785126;5.265868663787842
